"method","sizes","probs","cells","pred_sizes_perf","pred_probs_perf","pred_warns_perf","pred_sizes_corr","pred_probs_corr","pred_warns_corr","zero_prop_corr","error_sizes_perf","error_probs_perf","error_sizes_corr","error_probs_corr"
"negloglik",21.7,0.73,450,27.1424335107624,0.768279844765786,0,177.581162051244,0.953378772856009,0,0.351111111111111,5.44243351076244,0.0382798447657858,155.881162051244,0.223378772856009
"negloglik",15.3,0.79,2450,14.4050786335592,0.778592866571203,0,10.2415291960354,0.710876160893943,0,0.585714285714286,0.894921366440808,0.0114071334287974,5.05847080396459,0.0791238391060574
"negloglik",2.1,0.18,4550,2.08375637686772,0.177666143533064,0,2.01019453135083,0.163638290458564,0,0.390989010989011,0.0162436231322762,0.00233385646693604,0.0898054686491689,0.016361709541436
"negloglik",44.1,0.21,4750,43.4446125556877,0.207564481417569,0,43.6670314858963,0.200445243830337,0,0.00778947368421053,0.655387444312296,0.0024355185824308,0.432968514103692,0.00955475616966342
"negloglik",5.1,0.86,3950,5.09359771114742,0.858394678388663,0,9.0733321166166,0.904750196040295,0,0.872151898734177,0.00640228885258143,0.0016053216113372,3.9733321166166,0.0447501960402947
"negloglik",42.9,0.83,250,36.8637175579704,0.810765485430434,0,171.975212154972,0.949323262509468,0,0.336,6.03628244202964,0.0192345145695657,129.075212154972,0.119323262509468
"negloglik",45.6,0.96,1650,54.8139098033871,0.966373946744905,0,9.42647197384294,0.822197396443346,0,0.756363636363636,9.21390980338708,0.0063739467449051,36.1735280261571,0.137802603556654
"negloglik",34.7,0.66,750,34.4474307035025,0.655865026892643,0,82.4764897792167,0.81021143268125,0,0.169333333333333,0.252569296497533,0.00413497310735689,47.7764897792167,0.15021143268125
"negloglik",10,0.41,2550,10.2260554654162,0.415095118076664,0,12.2577551772791,0.444407374875811,0,0.230196078431373,0.226055465416163,0.0050951180766643,2.25775517727909,0.0344073748758106
"negloglik",31.3,0.46,1150,28.8350470412894,0.44221240257771,0,30.9833502859832,0.44552889223855,0,0.0695652173913043,2.46495295871055,0.0177875974222904,0.316649714016751,0.0144711077614497
"negloglik",15.3,0.76,3600,15.9866818784295,0.766858917347999,0,51.7756796524798,0.910395566542647,0,0.512777777777778,0.68668187842948,0.00685891734799926,36.4756796524798,0.150395566542647
"negloglik",6.7,0.16,200,7.01623395554391,0.168170651311934,0,7.05503394318648,0.156208502131038,0,0.1,0.316233955543906,0.00817065131193384,0.355033943186484,0.00379149786896249
"negloglik",13,0.02,450,13.6512772854438,0.0215776083208508,0,13.0562113500327,0.0196287081602923,0,0,0.651277285443804,0.00157760832085081,0.0562113500326671,0.000371291839707657
"negloglik",10.8,0.32,1250,10.5939559874493,0.316310107869128,0,11.8507138051,0.326398092184784,0,0.144,0.20604401255072,0.0036898921308724,1.05071380509998,0.00639809218478388
